id,quote,image,tag,likes,author
2160,Hope is a waking dream.,https://images.gr-assets.com/authors/1390143800p2/2192.jpg,hope,2543,Aristotle
2161,"All our dreams can come true, if we have the courage to pursue them.",https://images.gr-assets.com/authors/1289112683p2/3510823.jpg,dream,2543,Walt Disney
2162,Educating the mind without educating the heart is no education at all.,https://images.gr-assets.com/authors/1390143800p2/2192.jpg,ethics,2542,Aristotle
2163,The most effective way to destroy people is to deny and obliterate their own understanding of their history.,https://images.gr-assets.com/authors/1450573063p2/3706.jpg,propaganda,2542,George Orwell
2164,"Though my soul may set in darkness, it will rise in perfect light;",https://images.gr-assets.com/authors/1419302837p2/5438774.jpg,science,2540,Sarah   Williams
2165,"Of course motivation is not permanent. But then, neither is bathing; but it is something you should do on a regular basis.",https://images.gr-assets.com/authors/1236462809p2/50316.jpg,humor,2539,Zig Ziglar
2166,I suffer from girlnextdooritis where the guy is friends with you and that's it.,https://images.gr-assets.com/authors/1557194445p2/1036517.jpg,relationships,2537,Taylor Swift
2167,"The power of a glance has been so much abused in love stories, that it has come to be disbelieved in. Few people dare now to say that two beings have fallen in love because they have looked at each other. Yet it is in this way that love begins, and in this way only.",https://images.gr-assets.com/authors/1415946858p2/13661.jpg,love,2535,Victor Hugo
2168,How do I love thee? Let me count the ways.,https://images.gr-assets.com/authors/1206559375p2/67032.jpg,sonnet,2534,Elizabeth Barrett Browning
2169,Freedom lies in being bold.,https://images.gr-assets.com/authors/1183232004p2/7715.jpg,courage,2534,Robert Frost
2170,You care so much you feel as though you will bleed to death with the pain of it.,https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,harry-potter,2533,J.K. Rowling
2171,"Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.",https://images.gr-assets.com/authors/1558279485p2/128382.jpg,inspirational,2533,Leo Tolstoy
2172,"It is a far, far better thing that I do, than I have ever done; it is a far, far better rest that I go to than I have ever known.",https://images.gr-assets.com/authors/1387078070p2/239579.jpg,self-sacrifice,2533,Charles Dickens
2173,Most men would rather deny a hard truth than face it.,https://images.gr-assets.com/authors/1563055799p2/346732.jpg,honesty,2531,George R.R. Martin
2174,The homemaker has the ultimate career. All other careers exist for one purpose only - and that is to support the ultimate career.,https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,family,2531,C.S. Lewis
2175,Man only likes to count his troubles; he doesn't calculate his happiness.,https://images.gr-assets.com/authors/1506003555p2/3137322.jpg,man,2530,Fyodor Dostoevsky
2176,A man who dares to waste one hour of time has not discovered the value of life.,https://images.gr-assets.com/authors/1398693802p2/12793.jpg,inspirational,2529,Charles Darwin
2177,"I can only note that the past is beautiful because one never realises an emotion at the time. It expands later, and thus we don't have complete emotions about the present, only about the past.",https://images.gr-assets.com/authors/1419596619p2/6765.jpg,emotion,2529,Virginia Woolf
2178,The price good men pay for indifference to public affairs is to be ruled by evil men.,https://images.gr-assets.com/authors/1393978633p2/879.jpg,philosophy,2529,Plato
2179,"Demon pox, oh demon pox",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,pox,2527,Cassandra Clare
2180,"The question is not what you look at, but what you see.",https://images.gr-assets.com/authors/1392432620p2/10264.jpg,inspirational,2527,Henry David Thoreau
2181,Life is either a daring adventure or nothing at all.,https://images.gr-assets.com/authors/1266096039p2/7275.jpg,challenges,2526,Helen Keller
2182,Men go to far greater lengths to avoid what they fear than to obtain what they desire.,https://images.gr-assets.com/authors/1399396714p2/630.jpg,fear,2525,Dan Brown
2183,Great minds discuss ideas. Average minds discuss events. Small minds discuss people.,,dreams,2524,Henry Thomas Buckle
2184,"Women want love to be a novel. Men, a short story.",https://images.gr-assets.com/authors/1422444467p2/2001717.jpg,writing,2524,Daphne du Maurier
2185,"The impossible could not have happened, therefore the impossible must be possible in spite of appearances.",https://images.gr-assets.com/authors/1321738793p2/123715.jpg,impossible,2523,Agatha Christie
2186,"I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong.",https://images.gr-assets.com/authors/1207677340p2/19968.jpg,organized-religion,2523,John Lennon
2187,"Seventeen, eh! said Hagrid as he accepted a bucket-sized glass of wine from Fred.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,dursley,2522,J.K. Rowling
2188,"Good sex is like good bridge. If you don't have a good partner, you'd better have a good hand.",https://images.gr-assets.com/authors/1198551937p2/259666.jpg,sex,2522,Mae West
2189,"Words, I think, are such unpredictable creatures.",https://images.gr-assets.com/authors/1444252799p2/4637539.jpg,ignite-me,2520,Tahereh Mafi
2190,Blessed are the hearts that can bend; they shall never be broken.,https://images.gr-assets.com/authors/1506091612p2/957894.jpg,blessed,2520,Albert Camus
2191,Those who cannot change their minds cannot change anything.,https://images.gr-assets.com/authors/1271683549p2/5217.jpg,change,2514,George Bernard Shaw
2192,What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.,https://images.gr-assets.com/authors/1457477725p2/7728.jpg,inspirational,2513,Doris Lessing
2193,"My name is Celaena Sardothien. But it makes no difference if my name's Celaena or Lillian or Bitch, because I'd still beat you, no matter what you call me.",https://images.gr-assets.com/authors/1582137198p2/3433047.jpg,assassin,2512,Sarah J. Maas
2194,"Oh, we're playing nice now? Shall we have tea first? Brew up a nice pot of kiss-my-ass?",https://images.gr-assets.com/authors/1257816454p2/2995873.jpg,puck,2512,Julie Kagawa
2195,"The more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.",https://images.gr-assets.com/authors/1397487410p2/15332.jpg,ecology,2511,Rachel Carson
2196,"Without you in my arms, I feel an emptiness in my soul. I find myself searching the crowds for your face - I know it's an impossibility, but I cannot help myself.",https://images.gr-assets.com/authors/1468247396p2/2345.jpg,love,2510,Nicholas Sparks
2197,"Stop fighting me! he said, trying to pull on the arm he held.",https://images.gr-assets.com/authors/1270374609p2/137902.jpg,bridge,2509,Richelle Mead
2198,This is a new year. A new beginning. And things will change.,https://images.gr-assets.com/authors/1557194445p2/1036517.jpg,fresh-starts,2508,Taylor Swift
2199,"Always be a poet, even in prose.",https://images.gr-assets.com/authors/1371208630p2/13847.jpg,prose,2508,Charles Baudelaire
2200,Why do beautiful songs make you sad?' 'Because they aren't true.' 'Never?' 'Nothing is beautiful and true.,https://images.gr-assets.com/authors/1466172069p2/2617.jpg,music,2507,Jonathan Safran Foer
2201,He was the crazy one who had painted himself black and defeated the world.,https://images.gr-assets.com/authors/1537240528p2/11466.jpg,meaning,2507,Markus Zusak
2202,"Heard melodies are sweet, but those unheard, are sweeter",https://images.gr-assets.com/authors/1198548090p2/11978.jpg,religion,2506,John Keats
2203,"Nothing travels faster than the speed of light, with the possible exception of bad news, which obeys its own special laws.",https://images.gr-assets.com/authors/1189120061p2/4.jpg,novelist,2506,Douglas Adams
2204,I bet you could sometimes find all the mysteries of the universe in someone's hand.,https://images.gr-assets.com/authors/1386527200p2/4841310.jpg,love,2504,Benjamin Alire Sáenz
2205,I guess by now I should know enough about loss to realize that you never really stop missing someone-you just learn to live around the huge gaping hole of their absence.,https://images.gr-assets.com/authors/1360452950p2/200317.jpg,evermore,2503,Alyson Noel
2206,"The mark of the immature man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.",https://images.gr-assets.com/authors/1288777679p2/819789.jpg,growing-up,2503,J.D. Salinger
2207,You can't wait for inspiration. You have to go after it with a club.,https://images.gr-assets.com/authors/1508674808p2/1240.jpg,on-writing,2503,Jack London
2208,"You believe in a book that has talking animals, wizards, witches, demons, sticks turning into snakes, burning bushes, food falling from the sky, people walking on water, and all sorts of magical, absurd and primitive stories, and you say that we are the ones that need help?",https://images.gr-assets.com/authors/1322103868p2/1244.jpg,books-bible,2502,Mark Twain
2209,"Sometimes, the best way to help someone is just to be near them.",https://images.gr-assets.com/authors/1544540525p2/4039811.jpg,comfort,2500,Veronica Roth
2210,"This is where it all begins. Everything starts here, today.",https://images.gr-assets.com/authors/1283277096p2/46118.jpg,love,2500,David Nicholls
2211,"Usually we walk around constantly believing ourselves. I'm okay we say. I'm alright. But sometimes the truth arrives on you and you can't get it off. That's when you realize that sometimes it isn't even an answer--it's a question. Even now, I wonder how much of my life is convinced.",https://images.gr-assets.com/authors/1537240528p2/11466.jpg,truth,2500,Markus Zusak
